15/11 11:30:00 FINE sim.Admin|Log for simulation 3 started
15/11 11:35:50 INFO demand.CampaignImpl|Campaign 1501867473 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=2656.2599362190276, otherImps=0.0, cost=0.27568936011816025] Reach 5300 ERR 0.22191027973505084 Budget 3.052 Revenue 0.6772701737513752
15/11 11:35:50 INFO demand.CampaignImpl|Campaign 233774005 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=13178.025639279422, otherImps=0.0, cost=0.0] Reach 8975 ERR 1.2225653690242346 Budget 5.05 Revenue 6.173955113572385
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.2585986442444381DummyAdnetwork-4: 1.2253064444578512DummyAdnetwork-3: 1.2664906802506457adv1: 1.1412888797460206DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.3106287702447147DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.1907157239421369
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Reporting campaign auction results... CampaignImpl [id=908423185, reachImps=4860, dayStart=36, dayEnd=40, targetSegment=[OLD, HIGH_INCOME], videoCoef=2.3788101312681045, mobileCoef=1.7362893435025595, budgetMillis=2208, advertiser=DummyAdnetwork-3]
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Reporting UCS auction results... DummyAdnetwork-5[efday=35, level=0.5314410000000002, price=0.05317237017173275] DummyAdnetwork-4[efday=35, level=0.47829690000000014, price=0.0] DummyAdnetwork-3[efday=35, level=1.0, price=0.1766282018010843] adv1[efday=35, level=0.81, price=0.12068178522672383] DummyAdnetwork-2[efday=35, level=0.7290000000000001, price=0.08836986339929176] DummyAdnetwork-7[efday=35, level=0.6561000000000001, price=0.07628494647774427] DummyAdnetwork-6[efday=35, level=0.9, price=0.14727148185535] DummyAdnetwork[efday=35, level=0.5904900000000002, price=0.060121423422947046] 
15/11 11:35:50 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@4d92bd70
15/11 11:35:50 INFO agents.DemandAgent|Day 35 :Notifying new campaign opportunity: CampaignImpl [id=1724072927, reachImps=16024, dayStart=37, dayEnd=46, targetSegment=[LOW_INCOME], videoCoef=2.414258081750487, mobileCoef=1.939579589666289, budgetMillis=0, advertiser=null]
15/11 11:35:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:35:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:35:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:35:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:35:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:35:50 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:35:50 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:35:50 SEVERE demand.CampaignImpl|Campaign #1539326904 impressed while over limit. Current cost: 1.0300341843170087 Budget limit: 1.268
15/11 11:35:50 SEVERE agents.DemandAgent|Day 35 :Campaign limit expired Impressed while over limit: 1539326904, daily limit was: 2517, 1.268 values are: 2517.3762624278083, 1.0300341843170087, total limit was: 2147483647, Infinity total values are: 2518.91844012990672517.3762624278083, 0.01.0300341843170087
15/11 11:35:50 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1539326904, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
15/11 11:35:50 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 402
15/11 11:35:50 INFO sim.Simulation|***** START OF TIME 35 COMPLETE *****
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.12936377024845025 Cmp ID: 1724072927 Cmp Bid: 14666
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13934210045778783 Cmp ID: 1724072927 Cmp Bid: 12831
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1854957835220683 Cmp ID: 1724072927 Cmp Bid: 5606
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.16656828878420887 Cmp ID: 1724072927 Cmp Bid: 2190
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.1774573783539194 Cmp ID: 1724072927 Cmp Bid: 8924
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.12643649601717047 Cmp ID: 1724072927 Cmp Bid: 4981
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.12942031562054881 Cmp ID: 1724072927 Cmp Bid: 6237
15/11 11:35:50 FINE agents.DemandAgent|Day 35 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.10826370607014486 Cmp ID: 1724072927 Cmp Bid: 943
15/11 11:36:00 INFO sim.Simulation|***** START OF TIME 36 *****
15/11 11:36:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #908423185 at price 2.208
15/11 11:36:00 INFO demand.CampaignImpl|Applied daily limit for campaign #908423185 at price 2.208
15/11 11:36:00 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #957340612 at price 3.812
15/11 11:36:00 INFO demand.CampaignImpl|Applied daily limit for campaign #957340612 at price 3.812
15/11 11:36:00 INFO agents.DemandAgent|Day 36 : Auction pending campaign: CampaignImpl [id=1724072927, reachImps=16024, dayStart=37, dayEnd=46, targetSegment=[LOW_INCOME], videoCoef=2.414258081750487, mobileCoef=1.939579589666289, budgetMillis=0, advertiser=null]
15/11 11:36:00 INFO demand.CampaignImpl|Campaign 390648428 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=3967.8363401565007, otherImps=0.0, cost=4.35463959593096] Reach 11894 ERR 0.10404036105138886 Budget 4.352 Revenue 0.45278365129564435
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.2585986442444381DummyAdnetwork-4: 1.2253064444578512DummyAdnetwork-3: 0.5690204887310916adv1: 1.1412888797460206DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.3106287702447147DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.1907157239421369
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Reporting campaign auction results... CampaignImpl [id=1724072927, reachImps=16024, dayStart=37, dayEnd=46, targetSegment=[LOW_INCOME], videoCoef=2.414258081750487, mobileCoef=1.939579589666289, budgetMillis=5012, advertiser=DummyAdnetwork-3]
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Reporting UCS auction results... DummyAdnetwork-5[efday=36, level=0.81, price=0.11133823078298465] DummyAdnetwork-4[efday=36, level=0.7290000000000001, price=0.09884298417962807] DummyAdnetwork-3[efday=36, level=0.6561000000000001, price=0.08537074537876052] adv1[efday=36, level=0.5904900000000002, price=0.07498546091256193] DummyAdnetwork-2[efday=36, level=1.0, price=0.1649097031293742] DummyAdnetwork-7[efday=36, level=0.47829690000000014, price=0.0] DummyAdnetwork-6[efday=36, level=0.9, price=0.1476290200571831] DummyAdnetwork[efday=36, level=0.5314410000000002, price=0.05330887279506215] 
15/11 11:36:00 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@10c4c567
15/11 11:36:00 INFO agents.DemandAgent|Day 36 :Notifying new campaign opportunity: CampaignImpl [id=1223000882, reachImps=7262, dayStart=38, dayEnd=47, targetSegment=[LOW_INCOME, MALE], videoCoef=2.8288240987386484, mobileCoef=2.3480829845071804, budgetMillis=0, advertiser=null]
15/11 11:36:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:36:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:36:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:36:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:36:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:36:00 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:36:00 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:36:00 SEVERE demand.CampaignImpl|Campaign #957340612 impressed while over limit. Current cost: 0.0 Budget limit: 3.812
15/11 11:36:00 SEVERE agents.DemandAgent|Day 36 :Campaign limit expired Impressed while over limit: 957340612, daily limit was: 8392, 3.812 values are: 8393.481255853445, 0.0, total limit was: 2147483647, Infinity total values are: 5989.5386165363428393.481255853445, 0.150889138100849470.0
15/11 11:36:00 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=957340612, AdNetwork=DummyAdnetwork-4] due to limit. My name is DummyAdnetwork-4
15/11 11:36:00 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 396
15/11 11:36:00 INFO sim.Simulation|***** START OF TIME 36 COMPLETE *****
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11779842949819375 Cmp ID: 1223000882 Cmp Bid: 7133
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1837171109783626 Cmp ID: 1223000882 Cmp Bid: 5719
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.12133557407359707 Cmp ID: 1223000882 Cmp Bid: 3312
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.11114542373297864 Cmp ID: 1223000882 Cmp Bid: 4910
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.16649129727070083 Cmp ID: 1223000882 Cmp Bid: 6670
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.17966872996715155 Cmp ID: 1223000882 Cmp Bid: 2452
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.14006374170219293 Cmp ID: 1223000882 Cmp Bid: 1833
15/11 11:36:00 FINE agents.DemandAgent|Day 36 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.12989561788720835 Cmp ID: 1223000882 Cmp Bid: 2756
15/11 11:36:10 INFO sim.Simulation|***** START OF TIME 37 *****
15/11 11:36:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1724072927 at price 5.012
15/11 11:36:10 INFO demand.CampaignImpl|Applied daily limit for campaign #1724072927 at price 5.012
15/11 11:36:10 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #957340612 at price 3.812
15/11 11:36:10 INFO demand.CampaignImpl|Applied daily limit for campaign #957340612 at price 3.812
15/11 11:36:10 INFO agents.DemandAgent|Day 37 : Auction pending campaign: CampaignImpl [id=1223000882, reachImps=7262, dayStart=38, dayEnd=47, targetSegment=[LOW_INCOME, MALE], videoCoef=2.8288240987386484, mobileCoef=2.3480829845071804, budgetMillis=0, advertiser=null]
15/11 11:36:10 INFO demand.CampaignImpl|Campaign 1653349958 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=9181.676506006232, otherImps=0.0, cost=0.0021508757157572196] Reach 9178 ERR 1.000361375262936 Budget 2.777 Revenue 2.778003539105173
15/11 11:36:10 INFO demand.CampaignImpl|Campaign 1539326904 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=5036.294702557715, otherImps=0.0, cost=1.0300341843170087] Reach 2517 ERR 1.2894470550178776 Budget 1.268 Revenue 1.6350188657626687
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.1036562828555367DummyAdnetwork-4: 1.2253064444578512DummyAdnetwork-3: 1.0012764285031632adv1: 1.1412888797460206DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.3106287702447147DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.1907157239421369
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Reporting campaign auction results... CampaignImpl [id=1223000882, reachImps=7262, dayStart=38, dayEnd=47, targetSegment=[LOW_INCOME, MALE], videoCoef=2.8288240987386484, mobileCoef=2.3480829845071804, budgetMillis=2940, advertiser=DummyAdnetwork-5]
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Reporting UCS auction results... DummyAdnetwork-5[efday=37, level=0.5314410000000002, price=0.057535772217623876] DummyAdnetwork-4[efday=37, level=0.9, price=0.149911459905788] DummyAdnetwork-3[efday=37, level=0.81, price=0.11286710137080815] adv1[efday=37, level=0.7290000000000001, price=0.0943474100873801] DummyAdnetwork-2[efday=37, level=1.0, price=0.1774573783539194] DummyAdnetwork-7[efday=37, level=0.47829690000000014, price=0.0] DummyAdnetwork-6[efday=37, level=0.6561000000000001, price=0.08487556966000823] DummyAdnetwork[efday=37, level=0.5904900000000002, price=0.07465948653317901] 
15/11 11:36:10 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@170b644e
15/11 11:36:10 INFO agents.DemandAgent|Day 37 :Notifying new campaign opportunity: CampaignImpl [id=567436341, reachImps=12610, dayStart=39, dayEnd=43, targetSegment=[FEMALE], videoCoef=2.353705174790412, mobileCoef=2.217653248821874, budgetMillis=0, advertiser=null]
15/11 11:36:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:36:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:36:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:36:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:36:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:36:10 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:36:10 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:36:10 SEVERE demand.CampaignImpl|Campaign #957340612 impressed while over limit. Current cost: 2.902984688979189 Budget limit: 3.812
15/11 11:36:10 SEVERE agents.DemandAgent|Day 37 :Campaign limit expired Impressed while over limit: 957340612, daily limit was: 2402, 3.812 values are: 2406.303922761868, 2.902984688979189, total limit was: 2147483647, Infinity total values are: 14383.0198723897872406.303922761868, 0.150889138100849472.902984688979189
15/11 11:36:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=957340612, AdNetwork=DummyAdnetwork-4] due to limit. My name is DummyAdnetwork-4
15/11 11:36:10 SEVERE demand.CampaignImpl|Campaign #1724072927 impressed while over limit. Current cost: 0.003068765352415548 Budget limit: 5.012
15/11 11:36:10 SEVERE agents.DemandAgent|Day 37 :Campaign limit expired Impressed while over limit: 1724072927, daily limit was: 16024, 5.012 values are: 16025.487059570358, 0.003068765352415548, total limit was: 2147483647, Infinity total values are: 0.016025.487059570358, 0.00.003068765352415548
15/11 11:36:10 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=1724072927, AdNetwork=DummyAdnetwork-3] due to limit. My name is DummyAdnetwork-3
15/11 11:36:10 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 390
15/11 11:36:10 INFO sim.Simulation|***** START OF TIME 37 COMPLETE *****
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1510089286335815 Cmp ID: 567436341 Cmp Bid: 50
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Got AdNetBidMessage from adv1 : UCS Bid: 0.19372205225868394 Cmp ID: 567436341 Cmp Bid: 7598
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.13344810571799148 Cmp ID: 567436341 Cmp Bid: 4400
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.17217929383666591 Cmp ID: 567436341 Cmp Bid: 10770
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.18505346817292623 Cmp ID: 567436341 Cmp Bid: 5083
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.13063849607675984 Cmp ID: 567436341 Cmp Bid: 6704
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.1295228908447664 Cmp ID: 567436341 Cmp Bid: 6567
15/11 11:36:10 FINE agents.DemandAgent|Day 37 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.19676212762464115 Cmp ID: 567436341 Cmp Bid: 4094
15/11 11:36:20 INFO sim.Simulation|***** START OF TIME 38 *****
15/11 11:36:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1724072927 at price 5.012
15/11 11:36:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1724072927 at price 5.012
15/11 11:36:20 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1223000882 at price 2.94
15/11 11:36:20 INFO demand.CampaignImpl|Applied daily limit for campaign #1223000882 at price 2.94
15/11 11:36:20 INFO agents.DemandAgent|Day 38 : Auction pending campaign: CampaignImpl [id=567436341, reachImps=12610, dayStart=39, dayEnd=43, targetSegment=[FEMALE], videoCoef=2.353705174790412, mobileCoef=2.217653248821874, budgetMillis=0, advertiser=null]
15/11 11:36:20 INFO demand.CampaignImpl|Campaign 2071838830 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=10526.545614491948, otherImps=0.0, cost=0.0] Reach 5616 ERR 1.2790228468869604 Budget 2.275 Revenue 2.909776976667835
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.2088762212743909DummyAdnetwork-4: 1.2253064444578512DummyAdnetwork-3: 1.0012764285031632adv1: 1.1412888797460206DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.3106287702447147DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.1907157239421369
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Reporting campaign auction results... CampaignImpl [id=567436341, reachImps=12610, dayStart=39, dayEnd=43, targetSegment=[FEMALE], videoCoef=2.353705174790412, mobileCoef=2.217653248821874, budgetMillis=7442, advertiser=DummyAdnetwork-4]
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Reporting UCS auction results... DummyAdnetwork-5[efday=38, level=0.9, price=0.14984216754363075] DummyAdnetwork-4[efday=38, level=0.81, price=0.11345163077877628] DummyAdnetwork-3[efday=38, level=0.47829690000000014, price=0.0] adv1[efday=38, level=0.5314410000000002, price=0.05906723513407792] DummyAdnetwork-2[efday=38, level=0.5904900000000002, price=0.06955879463438845] DummyAdnetwork-7[efday=38, level=0.6561000000000001, price=0.07960827014968705] DummyAdnetwork-6[efday=38, level=0.7290000000000001, price=0.0946939054397749] DummyAdnetwork[efday=38, level=1.0, price=0.17966872996715155] 
15/11 11:36:20 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@567f1d71
15/11 11:36:20 INFO agents.DemandAgent|Day 38 :Notifying new campaign opportunity: CampaignImpl [id=446315236, reachImps=22464, dayStart=40, dayEnd=49, targetSegment=[OLD, FEMALE], videoCoef=2.5371972288939544, mobileCoef=2.260832470132065, budgetMillis=0, advertiser=null]
15/11 11:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:36:20 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:36:20 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:36:20 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 394
15/11 11:36:20 INFO sim.Simulation|***** START OF TIME 38 COMPLETE *****
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1929841397914936 Cmp ID: 446315236 Cmp Bid: 5165
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12034627768983415 Cmp ID: 446315236 Cmp Bid: 8007
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.19431045290731636 Cmp ID: 446315236 Cmp Bid: 1700
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.10663395023138617 Cmp ID: 446315236 Cmp Bid: 19241
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.1953713317473883 Cmp ID: 446315236 Cmp Bid: 18011
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.13662851662117434 Cmp ID: 446315236 Cmp Bid: 19742
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.16069092628107368 Cmp ID: 446315236 Cmp Bid: 21961
15/11 11:36:20 FINE agents.DemandAgent|Day 38 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.14809440925740275 Cmp ID: 446315236 Cmp Bid: 13113
15/11 11:36:30 INFO sim.Simulation|***** START OF TIME 39 *****
15/11 11:36:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #567436341 at price 7.442
15/11 11:36:30 INFO demand.CampaignImpl|Applied daily limit for campaign #567436341 at price 7.442
15/11 11:36:30 INFO tracker.AdxBidTrackerImpl|Requested daily limit for campaign #1223000882 at price 2.94
15/11 11:36:30 INFO demand.CampaignImpl|Applied daily limit for campaign #1223000882 at price 2.94
15/11 11:36:30 INFO agents.DemandAgent|Day 39 : Auction pending campaign: CampaignImpl [id=446315236, reachImps=22464, dayStart=40, dayEnd=49, targetSegment=[OLD, FEMALE], videoCoef=2.5371972288939544, mobileCoef=2.260832470132065, budgetMillis=0, advertiser=null]
15/11 11:36:30 FINE agents.DemandAgent|Day 39 :Quality Ratings... Quality Retings DummyAdnetwork-5: 1.2088762212743909DummyAdnetwork-4: 1.2253064444578512DummyAdnetwork-3: 1.0012764285031632adv1: 1.1412888797460206DummyAdnetwork-2: 0.300139717326778DummyAdnetwork-7: 0.3106287702447147DummyAdnetwork-6: 0.7844570542094846DummyAdnetwork: 1.1907157239421369
15/11 11:36:30 FINE agents.DemandAgent|Day 39 :Reporting campaign auction results... CampaignImpl [id=446315236, reachImps=22464, dayStart=40, dayEnd=49, targetSegment=[OLD, FEMALE], videoCoef=2.5371972288939544, mobileCoef=2.260832470132065, budgetMillis=8353, advertiser=DummyAdnetwork]
15/11 11:36:30 FINE agents.DemandAgent|Day 39 :Reporting UCS auction results... DummyAdnetwork-5[efday=39, level=0.5314410000000002, price=0.06883377463343351] DummyAdnetwork-4[efday=39, level=0.81, price=0.1394652280076994] DummyAdnetwork-3[efday=39, level=0.7290000000000001, price=0.11008550897388093] adv1[efday=39, level=0.9, price=0.1665481213556336] DummyAdnetwork-2[efday=39, level=0.5904900000000002, price=0.07714072554836594] DummyAdnetwork-7[efday=39, level=1.0, price=0.19372205225868394] DummyAdnetwork-6[efday=39, level=0.47829690000000014, price=0.0] DummyAdnetwork[efday=39, level=0.6561000000000001, price=0.08755530216157423] 
15/11 11:36:30 SEVERE agents.DemandAgent|DeadEvent - source: com.google.common.eventbus.EventBus@6cf23e4c event: tau.tac.adx.messages.UserClassificationServiceNotification@39795f84
15/11 11:36:30 INFO agents.DemandAgent|Day 39 :Notifying new campaign opportunity: CampaignImpl [id=398674255, reachImps=3631, dayStart=41, dayEnd=45, targetSegment=[LOW_INCOME, MALE], videoCoef=2.064275144610238, mobileCoef=1.7066536022866954, budgetMillis=0, advertiser=null]
15/11 11:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for amazon
15/11 11:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for bestbuy
15/11 11:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for yahoo
15/11 11:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for webmd
15/11 11:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for weather
15/11 11:36:30 FINE agents.DefaultAdxUserManager|Updating reserve prices for msn
15/11 11:36:30 FINE agents.DefaultAdxUserManager|##################################### S-Invoking users activity
15/11 11:36:30 SEVERE demand.CampaignImpl|Campaign #567436341 impressed while over limit. Current cost: 0.0 Budget limit: 7.442
15/11 11:36:30 SEVERE agents.DemandAgent|Day 39 :Campaign limit expired Impressed while over limit: 567436341, daily limit was: 12610, 7.442 values are: 12611.797361805448, 0.0, total limit was: 2147483647, Infinity total values are: 0.012611.797361805448, 0.00.0
15/11 11:36:30 INFO tracker.AdxBidTrackerImpl|Accepted request to stop bidding for CampaignLimitReached [campaignId=567436341, AdNetwork=DummyAdnetwork-4] due to limit. My name is DummyAdnetwork-4
15/11 11:36:30 FINE agents.DefaultAdxUserManager|##################################### E-Invoking users activity - total time in millis: 497
15/11 11:36:30 INFO sim.Simulation|***** START OF TIME 39 COMPLETE *****
15/11 11:36:31 FINE agents.DemandAgent|Day 39 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17359938103072814 Cmp ID: 398674255 Cmp Bid: 2529
15/11 11:36:31 FINE agents.DemandAgent|Day 39 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.1281169960875418 Cmp ID: 398674255 Cmp Bid: 3408
15/11 11:36:31 FINE agents.DemandAgent|Day 39 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.1702234194538031 Cmp ID: 398674255 Cmp Bid: 2810
15/11 11:36:31 FINE agents.DemandAgent|Day 39 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.13926318967149637 Cmp ID: 398674255 Cmp Bid: 394
15/11 11:36:31 FINE agents.DemandAgent|Day 39 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.10968416093352579 Cmp ID: 398674255 Cmp Bid: 407
15/11 11:36:31 FINE agents.DemandAgent|Day 39 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.14174485022414932 Cmp ID: 398674255 Cmp Bid: 3072
15/11 11:36:31 FINE agents.DemandAgent|Day 39 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.17073559741577243 Cmp ID: 398674255 Cmp Bid: 1509
